dataset,instance,score,gap_to_reference_best_percent
dang,gil262a_m4.txt,1474.0,0.0
dang,gil262a_m4.txt,1474.0,0.0
dang,gil262b_m2.txt,1352.0,0.0
dang,gil262b_m2.txt,1352.0,0.0
dang,gil262b_m3.txt,1402.0,0.0
dang,gil262b_m3.txt,1402.0,0.0
dang,gil262b_m4.txt,1565.0,0.0
dang,gil262b_m4.txt,1565.0,0.0
dang,gil262c_m2.txt,1352.0,0.0
dang,gil262c_m2.txt,1352.0,0.0
dang,gil262c_m3.txt,1402.0,0.0
dang,gil262c_m3.txt,1402.0,0.0
dang,gil262c_m4.txt,1565.0,0.0
dang,gil262c_m4.txt,1565.0,0.0
dang,gr229_gen1_m4.txt,24.0,0.0
dang,gr229_gen1_m4.txt,24.0,0.0
dang,gr229_gen2_m3.txt,1463.0,0.0
dang,gr229_gen2_m3.txt,1463.0,0.0
dang,gr229_gen2_m4.txt,1620.0,0.0
dang,gr229_gen2_m4.txt,1620.0,0.0
dang,gr229_gen3_m3.txt,379.0,0.0
dang,gr229_gen3_m3.txt,379.0,0.0
dang,gr229_gen3_m4.txt,457.0,0.0
dang,gr229_gen3_m4.txt,457.0,0.0
dang,kroA150_gen2_m2.txt,1171.0,0.0
dang,kroA150_gen2_m2.txt,1171.0,0.0
dang,kroA150_gen3_m3.txt,810.0,0.0
dang,kroA150_gen3_m3.txt,810.0,0.0
dang,kroA200_gen1_m4.txt,24.0,0.0
dang,kroA200_gen1_m4.txt,24.0,0.0
dang,kroB200_gen1_m2.txt,20.0,0.0
dang,kroB200_gen1_m2.txt,20.0,0.0
dang,kroB200_gen2_m2.txt,1315.0,0.0
dang,kroB200_gen2_m2.txt,1315.0,0.0
dang,kroB200_gen2_m4.txt,1665.0,0.0
dang,kroB200_gen2_m4.txt,1665.0,0.0
dang,kroB200_gen3_m2.txt,581.0,0.0
dang,kroB200_gen3_m2.txt,581.0,0.0
dang,kroB200_gen3_m3.txt,642.0,0.0
dang,kroB200_gen3_m3.txt,642.0,0.0
dang,lin318_gen1_m2.txt,20.0,0.0
dang,lin318_gen1_m2.txt,20.0,0.0
dang,lin318_gen1_m3.txt,22.0,0.0
dang,lin318_gen1_m3.txt,22.0,0.0
dang,lin318_gen2_m2.txt,1227.0,0.0
dang,lin318_gen2_m2.txt,1227.0,0.0
dang,lin318_gen2_m3.txt,1387.0,0.0
dang,lin318_gen2_m3.txt,1387.0,0.0
dang,lin318_gen3_m2.txt,308.0,0.0
dang,lin318_gen3_m2.txt,308.0,0.0
dang,lin318_gen3_m4.txt,390.0,0.0
dang,lin318_gen3_m4.txt,390.0,0.0
dang,pr136_gen1_m2.txt,20.0,0.0
dang,pr136_gen1_m2.txt,20.0,0.0
dang,pr136_gen2_m2.txt,1258.0,0.0
dang,pr136_gen2_m2.txt,1258.0,0.0
dang,pr264_gen1_m4.txt,24.0,0.0
dang,pr264_gen1_m4.txt,24.0,0.0
dang,pr264_gen2_m2.txt,1151.0,0.0
dang,pr264_gen2_m2.txt,1151.0,0.0
dang,pr264_gen2_m3.txt,1334.0,0.0
dang,pr264_gen2_m3.txt,1334.0,0.0
dang,pr264_gen2_m4.txt,1488.0,0.0
dang,pr264_gen2_m4.txt,1488.0,0.0
dang,pr264_gen3_m3.txt,591.0,0.0
dang,pr264_gen3_m3.txt,591.0,0.0
dang,pr299_gen1_m2.txt,20.0,0.0
dang,pr299_gen1_m2.txt,20.0,0.0
dang,pr299_gen1_m3.txt,22.0,0.0
dang,pr299_gen1_m3.txt,22.0,0.0
dang,pr299_gen1_m4.txt,24.0,0.0
dang,pr299_gen1_m4.txt,24.0,0.0
dang,pr299_gen2_m3.txt,1339.0,0.0
dang,pr299_gen2_m3.txt,1339.0,0.0
dang,pr299_gen2_m4.txt,1486.0,0.0
dang,pr299_gen2_m4.txt,1486.0,0.0
dang,pr299_gen3_m2.txt,374.0,0.0
dang,pr299_gen3_m2.txt,374.0,0.0
dang,pr299_gen3_m3.txt,404.0,0.0
dang,pr299_gen3_m3.txt,404.0,0.0
dang,pr299_gen3_m4.txt,450.0,0.0
dang,pr299_gen3_m4.txt,450.0,0.0
dang,rat195_gen2_m2.txt,1253.0,0.0
dang,rat195_gen2_m2.txt,1253.0,0.0
dang,rat195_gen3_m3.txt,584.0,0.0
dang,rat195_gen3_m3.txt,584.0,0.0
dang,rd400_gen1_m2.txt,20.0,0.0
dang,rd400_gen1_m2.txt,20.0,0.0
dang,rd400_gen1_m3.txt,22.0,0.0
dang,rd400_gen1_m3.txt,22.0,0.0
