dataset,instance,run_index,run_seed,num_nodes,team_size,max_route_distance,total_score,reference_best_score,gap_to_reference_best_percent,success_reference_hit,cpu_time_seconds,iterations,iterations_to_convergence,last_improvement_iteration,stagnation_iterations,accepted_worse_moves,restarts_performed,num_lp_solves,num_labels_generated,status
chao,p5.2.o.txt,0,74007,66,2,37.5,965.0,985.0,2.030456852791878,0,0.2776426000000356,20,17,17,3,14,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.o.txt,1,74008,66,2,37.5,985.0,985.0,0.0,1,0.08357770000111486,20,7,7,13,17,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.p.txt,0,75007,66,2,40.0,1150.0,1150.0,0.0,1,0.09359110000150395,20,19,19,1,14,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.p.txt,1,75008,66,2,40.0,1090.0,1150.0,5.217391304347826,0,0.08960479999950621,20,15,15,5,11,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.q.txt,0,76007,66,2,42.5,1160.0,1160.0,0.0,1,0.09637990000010177,20,20,20,0,15,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.q.txt,1,76008,66,2,42.5,1110.0,1160.0,4.310344827586207,0,0.12945500000023458,20,10,10,10,14,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.r.txt,0,77007,66,2,45.0,1210.0,1240.0,2.4193548387096775,0,1.2681953999999678,20,17,17,3,12,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.r.txt,1,77008,66,2,45.0,1240.0,1240.0,0.0,1,0.11151950000021316,20,19,19,1,18,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.s.txt,0,78007,66,2,47.5,1300.0,1325.0,1.8867924528301887,0,0.25846069999897736,20,16,16,4,13,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.s.txt,1,78008,66,2,47.5,1325.0,1325.0,0.0,1,0.09869609999987006,20,19,19,1,12,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.t.txt,0,79007,66,2,50.0,1340.0,1390.0,3.597122302158273,0,0.1141940000015893,20,13,13,7,13,1,N/A (ILS),N/A (ILS),ok
