dataset,instance,score,gap_to_reference_best_percent
dang,gil262_gen1_m3.txt,79.0,5.952380952380952
dang,gil262_gen1_m4.txt,73.0,0.0
dang,gil262_gen1_m4.txt,73.0,0.0
dang,gil262_gen2_m2.txt,6414.0,3.751500600240096
dang,gil262_gen2_m2.txt,6664.0,0.0
dang,gil262_gen2_m3.txt,5028.0,0.0
dang,gil262_gen2_m3.txt,4823.0,4.0771678599840895
dang,gil262_gen3_m2.txt,5894.0,4.751131221719457
dang,gil262_gen3_m2.txt,6188.0,0.0
dang,gil262_gen3_m4.txt,2119.0,8.624407072013799
dang,gil262_gen3_m4.txt,2319.0,0.0
dang,gil262a_m2.txt,3743.0,3.6302780638516996
dang,gil262a_m2.txt,3884.0,0.0
dang,gil262a_m4.txt,2944.0,0.0
dang,gil262a_m4.txt,2599.0,11.71875
dang,gil262b_m2.txt,7076.0,5.02013422818792
dang,gil262b_m2.txt,7450.0,0.0
dang,gil262b_m3.txt,6724.0,0.0
dang,gil262b_m3.txt,6145.0,8.610945865556216
dang,gil262b_m4.txt,5840.0,1.1844331641285957
dang,gil262b_m4.txt,5910.0,0.0
dang,gil262c_m2.txt,10238.0,0.0
dang,gil262c_m2.txt,10167.0,0.6934948232076578
dang,gil262c_m3.txt,8991.0,3.8395721925133692
dang,gil262c_m3.txt,9350.0,0.0
dang,gil262c_m4.txt,8694.0,0.0
dang,gil262c_m4.txt,8157.0,6.176673567977916
dang,gr229_gen1_m4.txt,216.0,0.0
dang,gr229_gen1_m4.txt,215.0,0.4629629629629629
dang,gr229_gen2_m3.txt,11120.0,0.0
dang,gr229_gen2_m3.txt,11120.0,0.0
dang,gr229_gen2_m4.txt,11074.0,0.08120544978796355
dang,gr229_gen2_m4.txt,11083.0,0.0
dang,gr229_gen3_m3.txt,7355.0,0.0
dang,gr229_gen3_m3.txt,7355.0,0.0
dang,gr229_gen3_m4.txt,7355.0,0.0
dang,gr229_gen3_m4.txt,7355.0,0.0
dang,kroA150_gen2_m2.txt,4086.0,2.4122283257702413
dang,kroA150_gen2_m2.txt,4187.0,0.0
dang,kroA150_gen3_m3.txt,2173.0,1.3617793917385383
dang,kroA150_gen3_m3.txt,2203.0,0.0
dang,kroA200_gen1_m4.txt,73.0,3.9473684210526314
dang,kroA200_gen1_m4.txt,76.0,0.0
dang,kroB200_gen1_m2.txt,93.0,6.0606060606060606
dang,kroB200_gen1_m2.txt,99.0,0.0
dang,kroB200_gen2_m2.txt,5607.0,0.0
dang,kroB200_gen2_m2.txt,5181.0,7.597645799892991
dang,kroB200_gen2_m4.txt,4141.0,0.0
dang,kroB200_gen2_m4.txt,4079.0,1.4972228930210094
dang,kroB200_gen3_m2.txt,3189.0,0.0
dang,kroB200_gen3_m2.txt,2930.0,8.121668234556287
dang,kroB200_gen3_m3.txt,2565.0,0.0
dang,kroB200_gen3_m3.txt,2230.0,13.060428849902534
dang,lin318_gen1_m2.txt,159.0,0.0
dang,lin318_gen1_m2.txt,152.0,4.40251572327044
dang,lin318_gen1_m3.txt,128.0,0.0
dang,lin318_gen1_m3.txt,127.0,0.78125
dang,lin318_gen2_m2.txt,8191.0,0.0
dang,lin318_gen2_m2.txt,8116.0,0.9156391161030399
dang,lin318_gen2_m3.txt,7102.0,0.0
dang,lin318_gen2_m3.txt,6590.0,7.209236834694452
dang,lin318_gen3_m2.txt,6270.0,3.1061659712563747
dang,lin318_gen3_m2.txt,6471.0,0.0
